time,open,high,low,close,Volume,K,D
2018-04-12,0.359333,0.390432,0.34088,0.390432,0,100,96.26123939707001
2018-04-13,0.390432,0.419498,0.378077,0.384161,0,98.57896155298982,97.65694021619828
2018-04-14,0.384161,0.417235,0.379229,0.396108,0,98.57896155298982,99.05264103532654
2018-04-15,0.396108,0.427119,0.394007,0.422506,0,98.57896155298982,98.57896155298982
2018-04-16,0.422506,0.426609,0.397042,0.408811,0,96.53040972806231,97.89611094468064
2018-04-17,0.408811,0.441121,0.408334,0.418661,0,94.93381040433205,96.68106056179472
2018-04-18,0.418661,0.446794,0.418661,0.445893,0,94.93381040433205,95.4660101789088
2018-04-19,0.445893,0.482507,0.445893,0.482507,0,98.40340067626975,96.09034049497797
2018-04-20,0.482507,0.491307,0.46554,0.484765,0,100,97.7790703602006
2018-04-21,0.484765,0.49435,0.445129,0.489476,0,100,99.46780022542326
2018-04-22,0.489476,0.507093,0.485658,0.498163,0,100.00000000000001,100
2018-04-23,0.498163,0.50552,0.492248,0.4933,0,97.63137464478035,99.2104582149268
2018-04-24,0.4933,0.539422,0.492854,0.539422,0,97.63137464478034,98.42091642985356
2018-04-25,0.539422,0.539422,0.429135,0.440165,0,64.29804131144702,86.52026353366925
2018-04-26,0.440165,0.489143,0.430008,0.489143,0,43.36647997165088,68.43196530929275
2018-04-27,0.489143,0.490388,0.456173,0.457029,0,12.08543006483706,39.91665044931167
2018-04-28,0.457029,0.485526,0.452135,0.485526,0,19.718359339774903,25.05675645875428
2018-04-29,0.485526,0.524156,0.484102,0.517716,0,23.075452390255034,18.293080598288995
2018-04-30,0.517716,0.595504,0.502333,0.545079,0,38.90173907762273,27.231850269217556
2018-05-01,0.545079,0.561333,0.51571,0.547881,0,49.60367161075431,37.193621026210685
2018-05-02,0.547881,0.579031,0.544697,0.565811,0,57.50991825719587,48.67177631519096
2018-05-03,0.565811,0.579666,0.55562,0.569283,0,61.50795039765658,56.20718008853559
2018-05-04,0.569283,0.593957,0.548773,0.583622,0,67.48912238366518,62.16899701283921
2018-05-05,0.583622,0.605718,0.569195,0.571272,0,66.20077740131198,65.06595006087791
2018-05-06,0.571272,0.578292,0.518948,0.538132,0,53.60606458671031,62.43198812389582
2018-05-07,0.538132,0.5754,0.518579,0.5754,0,46.03394560225189,55.28026253009139
2018-05-08,0.5754,0.605246,0.553684,0.556309,0,41.003404568064,46.88113825234206
2018-05-09,0.556309,0.566589,0.522286,0.54,0,37.83442783821631,41.623926002844065
2018-05-10,0.54,0.580562,0.533484,0.534267,0,24.672872885916874,34.50356843073239
2018-05-11,0.534267,0.542279,0.46721,0.471646,0,9.695272567218737,24.067524430450636
2018-05-12,0.471646,0.478737,0.437032,0.465683,0,3.5823598573201814,12.650168436818594
2018-05-13,0.465683,0.507848,0.462818,0.506003,0,9.366845576416615,7.5481593336518396
2018-05-14,0.506003,0.519388,0.468862,0.517368,0,21.159295094392434,11.36950017604307
2018-05-15,0.517368,0.53981,0.503528,0.505647,0,30.17546566837383,20.23386877972762
2018-05-16,0.505647,0.509343,0.476085,0.479545,0,23.92799900287171,25.087586588545985
2018-05-17,0.479545,0.488342,0.442779,0.443222,0,12.135549484895895,22.079671385380475
2018-05-18,0.443222,0.465737,0.433784,0.458848,0,7.105388350081776,14.389645612616455
2018-05-19,0.458848,0.468325,0.44853,0.453915,0,7.245542578566007,8.828826804514554
2018-05-20,0.453915,0.4668,0.448376,0.454357,0,10.640811918469065,8.330580949038948
2018-05-21,0.454357,0.459603,0.425286,0.427538,0,6.654802479301789,8.180385658778953
2018-05-22,0.427538,0.427538,0.378827,0.378827,0,3.395269339903056,6.896961245891302
2018-05-23,0.378827,0.38413,0.329269,0.347993,0,-2.3684757858670005e-15,3.3500239397349465
2018-05-24,0.347993,0.364461,0.330266,0.364461,0,5.368625924214598,2.92129842137255
2018-05-25,0.364461,0.366482,0.339599,0.339599,0,6.781024435803516,4.04988345333937
2018-05-26,0.339599,0.377688,0.339599,0.364718,0,16.179587512298173,9.443079290772095
2018-05-27,0.364718,0.364718,0.34013,0.345128,0,16.83030713721462,13.263639695105434
2018-05-28,0.345128,0.348936,0.313626,0.314067,0,16.632594029270074,16.547496226260957
2018-05-29,0.314067,0.353248,0.309058,0.349913,0,23.72687389825838,19.063258354914357
2018-05-30,0.349913,0.360454,0.332773,0.33754,0,33.39792423333774,24.585797386955395
2018-05-31,0.33754,0.350438,0.332366,0.343477,0,50.76652102704216,35.963773052879425
2018-06-01,0.343477,0.358303,0.341452,0.350758,0,57.56163142153409,47.24202556063799
2018-06-02,0.350758,0.369925,0.346457,0.367845,0,74.05090801602599,60.793020154867406
2018-06-03,0.367845,0.372907,0.360839,0.362294,0,86.53582307807187,72.71612083854397
2018-06-04,0.362294,0.362724,0.331989,0.338959,0,85.09801108334628,81.89491405914804
2018-06-05,0.338959,0.341823,0.322252,0.335581,0,73.46718227894671,81.70033881345495
2018-06-06,0.335581,0.343639,0.324233,0.331268,0,60.32271586288859,72.96263640839386
2018-06-07,0.331268,0.333849,0.303212,0.306495,0,46.2743682475813,60.02142212980553
2018-06-08,0.306495,0.314877,0.29981,0.30105,0,31.410274968299305,46.0024530262564
2018-06-09,0.30105,0.310158,0.292851,0.302669,0,20.48844942486784,32.72436421358281
2018-06-10,0.302669,0.302669,0.2397,0.241726,0,12.686655694925847,21.528460029364325
2018-06-11,0.241726,0.262577,0.241726,0.262577,0,17.99801836861699,17.05770782947022
2018-06-12,0.262577,0.268666,0.226934,0.226934,0,14.321402107494244,15.002025390345684
2018-06-13,0.226934,0.231412,0.202691,0.218512,0,15.986014420538625,16.101811632216613
2018-06-14,0.218512,0.245863,0.214852,0.241001,0,18.114526871165467,16.14064779973278
2018-06-15,0.241001,0.241001,0.223784,0.223784,0,23.909294446555474,19.336611912753188
2018-06-16,0.223784,0.231015,0.212757,0.221082,0,31.190550469587603,24.404790595769512
2018-06-17,0.221082,0.227596,0.211529,0.216884,0,28.123268043278973,27.74103765314068
2018-06-18,0.216884,0.218941,0.204336,0.211045,0,27.413718872606328,28.909179128490965
2018-06-19,0.211045,0.222859,0.21013,0.218846,0,34.47441467452362,30.003800530136306
2018-06-20,0.218846,0.239642,0.212039,0.225353,0,56.6042266766745,39.49745340793482
2018-06-21,0.225353,0.234165,0.212624,0.212624,0,72.62903672816553,54.56922602645455
2018-06-22,0.212624,0.212815,0.181654,0.1848,0,63.78658372361654,64.33994904281886
2018-06-23,0.1848,0.197214,0.1848,0.194283,0,52.52351590726247,62.979712119681516
