time,open,high,low,close,Volume,K,D
2014-10-30,4074.26,4109.06,4064.45,4100.64,NaN,97.073981113996,98.40935032225757
2014-10-31,4168.5,4170.87,4143.2,4158.21,NaN,97.073981113996,97.43401069358957
2014-11-03,4160.61,4179.36,4156.78,4169.28,NaN,98.91991126121934,97.68929116307045
2014-11-04,4154.88,4165.05,4126.72,4156.23,NaN,98.40129880837759,98.13173039453098
2014-11-05,4179.23,4179.93,4140.21,4153.27,NaN,95.97577909881342,97.7656630561368
2014-11-06,4147.31,4165.77,4133.98,4164.08,NaN,94.13689195120553,96.17132328613218
2014-11-07,4170.46,4171.13,4139.46,4160.5,NaN,91.80892501791823,93.97386535597907
2014-11-10,4162.59,4179.98,4151.48,4175.95,NaN,93.21873171891684,93.0548495626802
2014-11-11,4173.61,4187.31,4165.25,4187.16,NaN,95.05761886652472,93.36175853445327
2014-11-12,4174.47,4199.19,4173.02,4195.4,NaN,98.98428699143444,95.75354585895867
2014-11-13,4202.77,4228.68,4194.33,4213.49,NaN,100,98.01396861931973
2014-11-14,4214.97,4225.18,4198.59,4224.99,NaN,100.00000000000001,99.66142899714482
2014-11-17,4215.29,4225.48,4194.18,4213.79,NaN,91.56504688254184,97.18834896084729
2014-11-18,4215.18,4248.19,4214.32,4242.19,NaN,91.56504688254184,94.37669792169459
2014-11-19,4233.7,4235.84,4204.16,4222.66,NaN,69.86559543719417,84.3318964007593
2014-11-20,4204.54,4245.17,4202.36,4242.09,NaN,66.93554820125983,76.12206350699863
2014-11-21,4284.41,4285.27,4237.38,4251.32,NaN,60.387096908290154,65.7294135155814
2014-11-24,4262.09,4285,4258.41,4284.32,NaN,82.08654835363785,69.80306448772927
2014-11-25,4290.68,4302.44,4279.9,4288.23,NaN,93.45154870703037,78.64173132298612
2014-11-26,4291.87,4319.41,4289.51,4317.99,NaN,100.00000000000004,91.8460323535561
2014-11-28,4330.96,4347.09,4326.2,4337.78,NaN,100.00000000000004,97.81718290234348
2014-12-01,4323.95,4332.55,4274.68,4287.81,NaN,66.6666666666667,88.88888888888893
2014-12-02,4291.33,4312.92,4283.89,4305.96,NaN,38.815486492204464,68.49405105295706
2014-12-03,4312.17,4319.02,4287.04,4312.93,NaN,13.057959780860855,39.51337097991067
2014-12-04,4309.48,4327.55,4293.94,4311.93,NaN,19.95587254492151,23.943106272662266
2014-12-05,4318.28,4324.42,4302.04,4311.57,NaN,21.110073921644908,18.041302082475756
2014-12-08,4301.27,4320.08,4259.01,4278.34,NaN,13.534267299655186,18.2000712554072
2014-12-09,4228.2,4297.73,4216.86,4294.67,NaN,11.157001034289626,15.267114085196573
2014-12-10,4284.5,4297,4218.86,4224.87,NaN,4.520646498695135,9.737304944213314
2014-12-11,4241.69,4296.81,4238.29,4246.48,NaN,8.503546310717802,8.060397947900855
2014-12-12,4207.61,4254.43,4199.28,4199.28,NaN,3.9828998120227066,5.669030873811882
2014-12-15,4224.17,4236.06,4145.01,4157.41,NaN,3.9828998120227066,5.489781978254406
2014-12-16,4122.23,4190.42,4089.19,4089.6,NaN,3.907985046680551e-14,2.6552665413484853
2014-12-17,4095.75,4175.97,4089.09,4165.1,NaN,8.404811110717292,4.12923697424668
2014-12-18,4230.36,4267.77,4213.21,4267.77,NaN,29.37591164759853,12.593574252771953
2014-12-19,4272.75,4300.4,4258.33,4281.78,NaN,51.54248621364727,29.774402990654366
